eno,id,mouse,pm25,mopos
4.553876891600541,504,-3.4112477175156566,9.101128,no
3.9889840465642745,504,-4.135166556742356,16.89298,no
3.713572066704308,504,NA,NA,no
4.060443010546419,504,-4.961845129926823,10.14369,no
3.9889840465642745,506,NA,NA,yes
3.6635616461296463,506,-2.4079456086518722,25.46656,yes
2.995732273553991,506,-2.0955709236097197,NA,yes
2.6390573296152584,506,NA,NA,yes
2.8903717578961645,506,-3.7297014486341915,15.55922,yes
4.248495242049359,511,NA,NA,yes
4.418840607796598,511,-1.171182981502945,153.7756,yes
3.332204510175204,511,NA,NA,yes
3.6109179126442243,511,-3.540459448995663,86.67062,yes
3.5263605246161616,514,NA,NA,no
3.713572066704308,514,-3.2188758248682006,66.69136,no
3.4339872044851463,514,-4.3428059215206005,14.48422,no
3.1354942159291497,514,NA,NA,no
3.258096538021482,514,-9.210340371976182,17.5738,no
3.091042453358316,517,NA,NA,NA
NA,517,0.016857117066422806,148.6272,NA
NA,517,0.2700271372130602,134.7283,NA
NA,517,NA,NA,NA
NA,517,0.25619140536041013,88.86684,NA
4.543294782270004,518,NA,NA,no
4.007333185232471,518,-1.4784096500276962,17.17367,no
2.833213344056216,518,-3.170085660698769,8.294433,no
3.044522437723423,518,NA,NA,no
3.4011973816621555,518,-5.115995809754082,4.848989,no
4.499809670330265,523,NA,NA,NA
3.044522437723423,523,-0.941608539858445,14.44271,NA
2.70805020110221,523,-3.506557897319982,10.15572,NA
3.912023005428146,523,NA,NA,NA
2.833213344056216,523,-9.210340371976182,NA,NA
3.091042453358316,528,NA,NA,no
2.3978952727983707,528,-4.017383521085972,60.70214,no
3.091042453358316,532,NA,NA,NA
3.871201010907891,532,-2.8134107167600364,59.51149,NA
2.8903717578961645,532,-4.422848629194137,62.32793,NA
3.367295829986474,532,NA,NA,NA
2.833213344056216,532,-9.210340371976182,3.803895,NA
2.6390573296152584,535,NA,NA,no
2.8903717578961645,535,-4.605170185988091,39.44955,no
2.302585092994046,535,-4.710530701645918,17.65749,no
2.772588722239781,535,NA,NA,no
2.5649493574615367,535,-9.210340371976182,53.53959,no
3.1354942159291497,536,NA,NA,yes
3.6888794541139363,536,-0.6033064765601558,26.24125,yes
2.3978952727983707,536,-3.611918412977808,127.2006,yes
3.295836866004329,536,NA,NA,yes
3.091042453358316,536,NA,NA,yes
NA,537,NA,NA,NA
2.772588722239781,537,-4.961845129926823,10.46913,NA
4.110873864173311,537,-9.210340371976182,4.374035,NA
3.9512437185814275,537,NA,NA,NA
3.871201010907891,537,-9.210340371976182,15.88101,NA
2.4849066497880004,539,NA,NA,no
2.6390573296152584,539,-2.4079456086518722,16.67045,no
2.3978952727983707,539,-3.3813947543659757,646.153,no
2.4849066497880004,539,NA,NA,no
3.1354942159291497,539,NA,17.87581,no
2.9444389791664403,540,NA,NA,yes
3.6888794541139363,540,-3.912023005428146,30.48962,yes
3.5553480614894135,540,-4.605170185988091,11.80041,yes
NA,540,NA,NA,yes
3.1354942159291497,540,-3.575550768806933,58474.96,yes
2.3978952727983707,543,NA,NA,no
-9.210340371976182,543,0.9242589015233319,17.37371,no
-9.210340371976182,543,-0.03770186718401153,43.07119,no
2.833213344056216,543,NA,NA,no
3.332204510175204,544,NA,NA,no
3.367295829986474,544,-0.9996723408132061,25.17188,no
2.6390573296152584,544,NA,NA,no
4.634728988229636,546,NA,NA,yes
1.9459101490553132,546,-0.15082288973458366,NA,yes
3.8918202981106265,546,NA,NA,yes
2.1972245773362196,552,NA,NA,NA
2.302585092994046,552,-4.961845129926823,20.05849,NA
2.833213344056216,552,-0.6520052372287701,43.84175,NA
2.9444389791664403,552,NA,NA,NA
2.8903717578961645,552,NA,12.73911,NA
4.477336814478207,554,NA,NA,NA
4.465908118654584,554,-3.863232841258714,8.101627,NA
4.6913478822291435,554,-5.809142990314028,NA,NA
4.454347296253507,554,NA,NA,NA
4.189654742026425,554,NA,NA,NA
2.0794415416798357,556,NA,NA,yes
1.6094379124341003,556,-1.870802676568508,15.97491,yes
2.5649493574615367,556,-9.210340371976182,17.64784,yes
2.1972245773362196,556,NA,NA,yes
2.5649493574615367,556,NA,18.57074,yes
3.9512437185814275,560,NA,NA,yes
3.6109179126442243,560,-0.1935847490726654,16.68022,yes
3.5553480614894135,560,NA,NA,yes
NA,561,NA,NA,yes
NA,561,-1.4146938356415886,241.5446,yes
NA,561,-3.4112477175156566,90.7357,yes
NA,561,NA,NA,yes
NA,561,NA,126.6641,yes
2.9444389791664403,567,NA,NA,yes
4.394449154672439,567,-4.074541934925921,704.1781,yes
3.8918202981106265,567,-5.521460917862246,46.78474,yes
4.110873864173311,567,NA,NA,yes
4.30406509320417,567,NA,32.16593,yes
2.833213344056216,570,NA,NA,no
2.302585092994046,570,-4.268697949366879,21.58752,no
3.044522437723423,570,-3.863232841258714,NA,no
2.6390573296152584,570,NA,NA,no
2.4849066497880004,570,NA,38.85495,no
1.9459101490553132,571,NA,NA,no
2.8903717578961645,571,-1.4610179073158271,97.23425,no
3.7376696182833684,571,NA,9.155473,no
2.772588722239781,571,NA,NA,no
3.091042453358316,571,NA,14.48027,no
NA,574,NA,NA,no
2.1972245773362196,574,2.2012165986057566,115.7572,no
2.0794415416798357,574,NA,NA,no
NA,574,NA,NA,no
3.2188758248682006,574,NA,93.48019,no
